id,user_agent,times_seen,simple_software_string,simple_sub_description_string,simple_operating_platform_string,software,software_name,software_name_code,software_version,software_version_full,operating_system,operating_system_name,operating_system_name_code,operating_system_version,operating_system_version_full,operating_system_flavour,operating_system_flavour_code,operating_system_frameworks,operating_platform,operating_platform_code,operating_platform_vendor_name,software_type,software_sub_type,software_type_specific,hardware_type,hardware_sub_type,hardware_sub_sub_type,hardware_type_specific,layout_engine_name,layout_engine_version,extra_info,extra_info_dict,capabilities,detected_addons,first_seen_at,last_seen_at,updated_at
71,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F70 Safari/600.1.4",67344,Safari 8 on iOS 8.3,,Apple iPhone,Safari 8,Safari,safari,8,8.0,iOS 8.3,iOS,ios,8.3,8.3,,,[],iPhone,,Apple,browser,web-browser,,mobile,phone,,,WebKit,"[""600"", ""1"", ""4""]",{},"{""Mobile Build"": ""12F70""}",[],[],2015-04-10 02:07:11.000000,2019-07-26 22:00:40.621692,NULL
72,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) coc_coc_browser/50.2.155 Chrome/44.2.2403.155 Safari/537.36",29,Chrome 44.2 on Windows 7,,,Chrome 44.2,Chrome,chrome,44.2,44.2.2403.155,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""Possibly running on Windows Server 2008 R2""]}",{},[],[],2016-03-13 12:03:27.000000,2019-06-27 06:21:05.000000,NULL
73,Mozilla/5.0 (X11; Linux x86_64; rv:36.0) Gecko/20100101 Firefox/36.0,1413,Firefox 36 on Linux,,,Firefox 36,Firefox,firefox,36,36.0,Linux,Linux,linux,,,,,[],,,,browser,web-browser,,computer,,,,Gecko,"[""20100101""]","{""20"": [""X11 Window System""]}","{""Hardware Architecture"": ""x64""}",[],[],2015-02-18 18:33:46.000000,2019-07-18 00:00:00.000000,NULL
74,"Mozilla/5.0 (iPad; CPU OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H321 Safari/600.1.4",27510,Safari 8 on iOS 8.4,,Apple iPad,Safari 8,Safari,safari,8,8.0,iOS 8.4,iOS,ios,8.4,8.4.1,,,[],iPad,,Apple,browser,web-browser,,mobile,tablet,,,WebKit,"[""600"", ""1"", ""4""]",{},"{""Mobile Build"": ""12H321""}",[],[],2015-08-14 13:38:33.000000,2019-07-27 00:00:00.000000,NULL
75,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:21.0) Gecko/20100101 Firefox/21.0,2957,Firefox 21 on Mac OS X (Mountain Lion),,,Firefox 21,Firefox,firefox,21,21.0,Mac OS X (Mountain Lion),Mac OS X,mac-os-x,Mountain Lion,10.8,,,[],,,,browser,web-browser,,computer,,,,Gecko,"[""20100101""]",{},{},[],[],2013-04-16 23:11:20.000000,2019-07-26 00:00:00.000000,NULL
76,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:35.0) Gecko/20100101 Firefox/35.0,11288,Firefox 35 on Mac OS X (Mavericks),,,Firefox 35,Firefox,firefox,35,35.0,Mac OS X (Mavericks),Mac OS X,mac-os-x,Mavericks,10.9,,,[],,,,browser,web-browser,,computer,,,,Gecko,"[""20100101""]",{},{},[],[],2015-01-15 16:30:40.000000,2019-07-18 15:00:50.843678,NULL
77,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/6.1.6 Safari/537.78.2",97381,Safari 6.1 on Mac OS X (Lion),,,Safari 6.1,Safari,safari,6.1,6.1.6,Mac OS X (Lion),Mac OS X,mac-os-x,Lion,10.7.5,,,[],,,,browser,web-browser,,computer,,,,WebKit,"[""537"", ""78"", ""2""]",{},{},[],[],2014-08-26 21:07:56.000000,2019-07-28 04:00:34.956114,NULL
78,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.130 Safari/537.36",316,Chrome 44 on Windows 10,,,Chrome 44,Chrome,chrome,44,44.0.2403.130,Windows 10,Windows,windows,10,NT 10.0,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""64-bit Edition""]}","{""Hardware Architecture"": ""64-bit processor (AMD)""}",[],[],2015-11-26 16:05:31.000000,2019-06-27 06:21:05.000000,NULL
79,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),5097527,Googlebot 2.1,,,Googlebot 2.1,Googlebot,googlebot,2.1,2.1,,,,,,,,[],,,,bot,crawler,,server,,,,,[],{},{},[],[],2004-06-30 07:37:07.000000,2019-07-28 06:00:16.493499,NULL
80,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,31791,Firefox 40 on Windows 8.1,,,Firefox 40,Firefox,firefox,40,40.0,Windows 8.1,Windows,windows,8.1,NT 6.3,,,[],,,,browser,web-browser,,computer,,,,Gecko,"[""20100101""]","{""20"": [""32 bit compatibility layer""]}",{},[],[],2015-05-18 13:08:47.000000,2019-06-27 06:21:05.000000,NULL
81,Mozilla/5.0 (Mobile; rv:32.0) Gecko/32.0 Firefox/32.0,33,Firefox 32,,,Firefox 32,Firefox,firefox,32,32.0,,,,,,,,[],,,,browser,web-browser,,mobile,,,,Gecko,"[""32"", ""0""]",{},{},[],[],2016-03-13 12:03:27.000000,2019-06-27 06:21:05.000000,NULL
82,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; Tablet PC 2.0; McAfee; AmericasCardroom; BRI/2; GWX:DOWNLOADED),31,Internet Explorer 11 on Windows 8,Internet Explorer 7 Compatibility View,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 8,Windows,windows,8,NT 6.2,,,"[{""code"": ""microsoft-dotnet"", ""name"": ""Microsoft .Net"", ""versions"": [{""simple"": ""4.0"", ""full"": [""4"", ""0E""]}, {""simple"": ""4.0"", ""full"": [""4"", ""0C""]}, {""simple"": ""3.5"", ""full"": [""3"", ""5"", ""30729""]}, {""simple"": ""2.0"", ""full"": [""2"", ""0"", ""50727""]}, {""simple"": ""3.0"", ""full"": [""3"", ""0"", ""30729""]}]}]",,,,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""10"": [""Internet Explorer 7 Compatibility View""], ""20"": [""32 bit compatibility layer"", ""Tablet PC""]}","{""Tablet PC Version"": ""2.0""}",[],"[""Bing Toolbar v2"", ""McAfee AntiVirus""]",2016-03-13 12:03:27.000000,2019-06-27 06:21:05.000000,NULL
83,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36",432,Chrome 44 on Mac OS X (Yosemite),,,Chrome 44,Chrome,chrome,44,44.0.2403.155,Mac OS X (Yosemite),Mac OS X,mac-os-x,Yosemite,10.10.3,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2015-08-14 00:15:15.000000,2019-06-27 06:21:05.000000,NULL
84,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/7.0),1235,Internet Explorer 11 on Windows 7,Internet Explorer 9 Compatibility View,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""10"": [""Internet Explorer 9 Compatibility View""], ""20"": [""Possibly running on Windows Server 2008 R2""]}",{},[],[],2014-04-16 10:57:29.000000,2019-06-27 06:21:05.000000,NULL
85,"Mozilla/5.0 (iPad; CPU OS 8_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12D508 Safari/600.1.4",24781,Safari 8 on iOS 8.2,,Apple iPad,Safari 8,Safari,safari,8,8.0,iOS 8.2,iOS,ios,8.2,8.2,,,[],iPad,,Apple,browser,web-browser,,mobile,tablet,,,WebKit,"[""600"", ""1"", ""4""]",{},"{""Mobile Build"": ""12D508""}",[],[],2015-03-11 10:13:55.000000,2019-07-24 11:00:48.403397,NULL
86,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/46.0.2483.0 Safari/537.36",28,Chrome 46 on Mac OS X (Yosemite),,,Chrome 46,Chrome,chrome,46,46.0.2483.0,Mac OS X (Yosemite),Mac OS X,mac-os-x,Yosemite,10.10.4,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2016-03-13 12:03:27.000000,2019-06-27 06:21:05.000000,NULL
87,Mozilla/5.0 (Windows NT 5.1; WOW64; rv:39.0) Gecko/20100101 Firefox/39.0,4256,Firefox 39 on Windows XP,,,Firefox 39,Firefox,firefox,39,39.0,Windows XP,Windows,windows,XP,NT 5.1,,,[],,,,browser,web-browser,,computer,,,,Gecko,"[""20100101""]","{""20"": [""32 bit compatibility layer""]}",{},[],[],2015-07-23 23:45:37.000000,2019-06-27 06:21:05.000000,NULL
88,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E; MS-RTC LM 8),39,Internet Explorer 10 on Windows 7,Internet Explorer 7 Compatibility View,,Internet Explorer 10,Internet Explorer,internet-explorer,10,10,Windows 7,Windows,windows,7,NT 6.1,,,"[{""code"": ""microsoft-dotnet"", ""name"": ""Microsoft .Net"", ""versions"": [{""simple"": ""4.0"", ""full"": [""4"", ""0C""]}, {""simple"": ""4.0"", ""full"": [""4"", ""0E""]}, {""simple"": ""2.0"", ""full"": [""2"", ""0"", ""50727""]}, {""simple"": ""3.5"", ""full"": [""3"", ""5"", ""30729""]}, {""simple"": ""3.0"", ""full"": [""3"", ""0"", ""30729""]}]}]",,,,browser,web-browser,,computer,,,,Trident,"[""6"", ""0""]","{""10"": [""Internet Explorer 7 Compatibility View""], ""20"": [""32 bit compatibility layer"", ""Media Center PC v6.0""]}",{},[],"[""InfoPath XML MIME Filter v3"", ""Live Meeting 2007"", ""Microsoft Windows Security Licensing v2.0""]",2016-03-13 12:03:27.000000,2019-06-27 06:21:05.000000,NULL
89,Mozilla/5.0 (Android; Linux armv7l; rv:5.0) Gecko/20110615 Firefox/5.0 Fennec/5.0,66,Fennec 5 on Android,,,Fennec 5,Fennec,fennec,5,5.0,Android,Android,android,,,,,[],,,,browser,web-browser,,mobile,,,,Gecko,"[""20110615""]",{},"{""Hardware Architecture"": ""ARM v7L""}",[],[],2013-09-26 21:59:42.000000,2019-06-27 06:21:05.000000,NULL
90,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12B466 [FBAN/FBIOS;FBAV/37.0.0.21.273;FBBV/13822349;FBDV/iPhone6,1;FBMD/iPhone;FBSN/iPhone OS;FBSV/8.1.3;FBSS/2; FBCR/fido;FBID/phone;FBLC/fr_FR;FBOP/5]",28,Facebook App 37 on iOS 8.1,,Apple iPhone 5s,Facebook App 37,Facebook App,facebook-app,37,37.0.0.21.273,iOS 8.1,iOS,ios,8.1,8.1.3,,,[],iPhone 5s,,Apple,browser,in-app-browser,,mobile,phone,,,WebKit,"[""600"", ""1"", ""4""]",{},"{""iPhone Version Full"": ""iPhone 5s GSM"", ""Mobile Build"": ""12B466""}",[],[],2016-03-13 12:03:27.000000,2019-06-27 06:21:05.000000,NULL
91,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:40.0) Gecko/20100101 Firefox/40.0 Cyberfox/40.0,30,Firefox 40 on Windows 7,,,Firefox 40,Firefox,firefox,40,40.0,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Gecko,"[""20100101""]","{""20"": [""Possibly running on Windows Server 2008 R2"", ""64-bit Edition""]}","{""Hardware Architecture"": ""64-bit processor (AMD)""}",[],[],2016-03-13 12:03:27.000000,2019-06-27 06:21:05.000000,NULL
92,"Mozilla/5.0 (iPad; CPU OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Mercury/8.7 Mobile/11B554a Safari/9537.53",36,Mercury Browser 8.7 on iOS 7,,Apple iPad,Mercury Browser 8.7,Mercury Browser,mercury-browser,8.7,8.7,iOS 7,iOS,ios,7,7.0.4,,,[],iPad,,Apple,browser,web-browser,,mobile,tablet,,,WebKit,"[""537"", ""51"", ""1""]",{},"{""Mobile Build"": ""11B554a""}",[],[],2016-03-13 12:03:27.000000,2019-06-27 06:21:05.000000,NULL
93,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.3; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; GWX:QUALIFIED; MASMJS),35,Internet Explorer 11 on Windows 8.1,Internet Explorer 7 Compatibility View,Samsung,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 8.1,Windows,windows,8.1,NT 6.3,,,"[{""code"": ""microsoft-dotnet"", ""name"": ""Microsoft .Net"", ""versions"": [{""simple"": ""4.0"", ""full"": [""4"", ""0E""]}, {""simple"": ""4.0"", ""full"": [""4"", ""0C""]}, {""simple"": ""3.5"", ""full"": [""3"", ""5"", ""30729""]}, {""simple"": ""2.0"", ""full"": [""2"", ""0"", ""50727""]}, {""simple"": ""3.0"", ""full"": [""3"", ""0"", ""30729""]}]}]",,,Samsung,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""10"": [""Internet Explorer 7 Compatibility View""], ""20"": [""32 bit compatibility layer""]}",{},[],[],2016-03-13 12:03:27.000000,2019-06-27 06:21:05.000000,NULL
94,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1 like Mac OS X) AppleWebKit (KHTML, like Gecko) Mobile (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)",686,Yahoo! Slurp Web Crawler Bot,,,Yahoo! Slurp Web Crawler Bot,Yahoo! Slurp Web Crawler Bot,yahoo-slurp-web-crawler-bot,,,,,,,,,,[],,,,bot,crawler,,server,,,,,[],{},{},[],[],2015-05-17 09:46:35.000000,2019-06-27 06:21:05.000000,NULL
95,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; NP06; rv:11.0) like Gecko,14027,Internet Explorer 11 on Windows 7,,Asus,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 7,Windows,windows,7,NT 6.1,,,[],,,Asus,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""Possibly running on Windows Server 2008 R2"", ""32 bit compatibility layer""]}",{},[],[],2013-12-19 14:51:03.000000,2019-07-27 00:00:00.000000,NULL
96,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.3; ARM; Trident/7.0; Touch; .NET4.0E; .NET4.0C; Tablet PC 2.0),432,Internet Explorer 11 on Windows 8.1,Internet Explorer 7 Compatibility View,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 8.1,Windows,windows,8.1,NT 6.3,,,"[{""code"": ""microsoft-dotnet"", ""name"": ""Microsoft .Net"", ""versions"": [{""simple"": ""4.0"", ""full"": [""4"", ""0E""]}, {""simple"": ""4.0"", ""full"": [""4"", ""0C""]}]}]",,,,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""10"": [""Internet Explorer 7 Compatibility View""], ""20"": [""Tablet PC""]}","{""Hardware Architecture"": ""ARM"", ""Tablet PC Version"": ""2.0""}","[""Touch capability""]",[],2015-03-26 04:51:32.000000,2019-06-27 06:21:05.000000,NULL
98,Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US; rv:1.9.0.19) Gecko/2010062819 Firefox/3.0.19 Flock/2.6.1,900,Flock 2.6 on Windows 7,,,Flock 2.6,Flock,flock,2.6,2.6.1,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Gecko,"[""2010062819""]","{""20"": [""Possibly running on Windows Server 2008 R2""]}",{},[],[],2010-07-20 13:26:05.000000,2019-06-27 06:21:05.000000,NULL
99,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",3976,Chrome 44 on Windows 10,,,Chrome 44,Chrome,chrome,44,44.0.2403.157,Windows 10,Windows,windows,10,NT 10.0,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""32 bit compatibility layer""]}",{},[],[],2015-08-23 02:14:43.000000,2019-06-28 07:00:45.145227,NULL
100,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko,60450,Internet Explorer 11 on Windows 8.1,,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 8.1,Windows,windows,8.1,NT 6.3,,,[],,,,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""20"": [""32 bit compatibility layer""]}",{},"[""Touch capability""]",[],2014-01-26 21:21:41.000000,2019-07-27 19:00:03.053179,NULL
102,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E),17164,Internet Explorer 11 on Windows 7,Internet Explorer 7 Compatibility View,,Internet Explorer 11,Internet Explorer,internet-explorer,11,11,Windows 7,Windows,windows,7,NT 6.1,,,"[{""code"": ""microsoft-dotnet"", ""name"": ""Microsoft .Net"", ""versions"": [{""simple"": ""4.0"", ""full"": [""4"", ""0C""]}, {""simple"": ""4.0"", ""full"": [""4"", ""0E""]}, {""simple"": ""2.0"", ""full"": [""2"", ""0"", ""50727""]}, {""simple"": ""3.5"", ""full"": [""3"", ""5"", ""30729""]}, {""simple"": ""3.0"", ""full"": [""3"", ""0"", ""30729""]}]}]",,,,browser,web-browser,,computer,,,,Trident,"[""7"", ""0""]","{""10"": [""Internet Explorer 7 Compatibility View""], ""20"": [""32 bit compatibility layer"", ""Media Center PC v6.0""]}",{},[],"[""Microsoft Windows Security Licensing v2.0""]",2014-04-08 20:44:00.000000,2019-07-26 11:00:31.349610,NULL
103,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25",25373,Safari 8 on Mac OS X (Yosemite),,,Safari 8,Safari,safari,8,8.0,Mac OS X (Yosemite),Mac OS X,mac-os-x,Yosemite,10.10,,,[],,,,browser,web-browser,,computer,,,,WebKit,"[""600"", ""1"", ""25""]",{},{},[],[],2014-10-02 12:06:38.000000,2019-07-26 00:00:00.000000,NULL
104,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.157 Safari/537.36",342,Chrome 44 on Windows 8,,,Chrome 44,Chrome,chrome,44,44.0.2403.157,Windows 8,Windows,windows,8,NT 6.2,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2015-08-26 11:17:21.000000,2019-06-27 06:21:05.000000,NULL
